comment;id;rating;Вопрос решен;Нравится качество выполнения заявки;Нравится качество работы сотрудников;Нравится скорость отработки заявок;Понравилось выполнение заявки;Вопрос не решен
наконец то;4054658;5;1;0;0;0;0;0
заявка не исполнена;4054366;5;0;0;0;0;0;1
чего не сделано;4054038;5;0;0;0;0;0;1
до сих пор в приложении нет актуальной информации о поверке счётчиков, я не могу из за этого передать показания.;4043522;5;0;0;0;0;0;1
"прошу исключить услугу ""обслуживание систем безопасности"" из квитанции. услуга домофона/видео для кладовой невозможна. в кладовую позвонить нельзя.";4029610;5;0;0;0;0;0;1
пломбировку сделали. ждем начисления);4028095;5;1;0;0;0;0;0
а дверь кто будет убирать?;4027304;5;0;0;0;0;0;1
спасибо! наконец-то всё работает.;4024016;5;1;0;0;0;1;0
нужно поменять фоновую трубу;4023631;5;0;0;0;0;0;1
жду появления счетчика в лк;4001432;5;0;0;0;0;0;1
не отражен статус по поверке в приложении;4000748;5;0;0;0;0;0;1
все оперативно.;3983227;5;0;0;0;1;0;0
достойное решение инженера;3964146;5;0;1;0;0;0;0
ключ не работает!;3950430;5;0;0;0;0;0;1
почему не отражается что проверка пройдена, пишет пройти же проверку в лк. даже на сообщение не ответили молча закрыли заявку;3942246;5;0;0;0;0;0;1
можно было б и быстрее;3930060;5;0;0;0;0;0;0
очень долго ожидала реакции на заявку;3913182;5;0;0;0;0;0;0
стоимость услуги высока!;3890469;5;0;0;0;0;0;0
несколько дней делали;3886089;5;1;0;0;0;0;0
не убирали, перерасчет;3862602;5;0;0;0;0;0;1
повторно. вы обещали включить вопрос о переносе скамейки в повестку ближайшего осс, но не включили. почему?;3855232;5;0;0;0;0;0;1
вопрос не решили же;3818127;5;0;0;0;0;0;1
плитку уложили, но в дождь всё равно скапливается лужа :(;3814674;5;1;0;0;0;0;0
резиновые прокладки в окнах заменены частично. от продувания не помогло;3810992;5;0;0;0;0;0;1
все отлично, проблема решена;3798582;5;1;1;0;0;0;0
оплачено;3669717;5;0;0;0;0;0;0
лампочки как перегорели так и никто их не поменял. 6этаж холл у лифта!;3665945;5;0;0;0;0;0;1
